UniProt_ID,Protein_Name,Gene_Name,Category,Disease_Association,AlphaFold_Version,PDB_URL,Sequence_Length,pLDDT_Mean,Frac_VeryLow_pLDDT,Frac_Low_pLDDT,Frac_Confident_pLDDT,Frac_VeryHigh_pLDDT,frac_hydrophobic,frac_polar,frac_charged_pos,frac_charged_neg,frac_aromatic,frac_small,frac_proline,frac_glycine,frac_cysteine,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,molecular_weight,helix_propensity,sheet_propensity,turn_propensity,disorder_propensity
P22303,Acetylcholinesterase,ACHE,Enzyme,Alzheimers myasthenia gravis,6,https://alphafold.ebi.ac.uk/files/AF-P22303-F1-model_v6.pdb,614,92.94,0.055,0.028,0.065,0.852,0.42833876221498374,0.16775244299674266,0.11074918566775244,0.10260586319218241,0.10912052117263844,0.255700325732899,0.08306188925081433,0.09446254071661238,0.013029315960912053,0.08957654723127036,0.013029315960912053,0.04723127035830619,0.05537459283387622,0.04723127035830619,0.09446254071661238,0.024429967426710098,0.014657980456026058,0.016286644951140065,0.11237785016286644,0.014657980456026058,0.02768729641693811,0.08306188925081433,0.03908794788273615,0.07003257328990228,0.05863192182410423,0.04234527687296417,0.08794788273615635,0.02768729641693811,0.03420195439739414,78753,0.3273615635179153,0.1970684039087948,0.31107491856677527,0.4169381107491857
P10632,Cytochrome P450 2C8,CYP2C8,Enzyme,Drug metabolism,6,https://alphafold.ebi.ac.uk/files/AF-P10632-F1-model_v6.pdb,490,93.06,0.0,0.006,0.208,0.786,0.39387755102040817,0.21224489795918366,0.1469387755102041,0.10408163265306122,0.09795918367346938,0.17551020408163265,0.05918367346938776,0.05510204081632653,0.02857142857142857,0.03469387755102041,0.02857142857142857,0.05102040816326531,0.053061224489795916,0.06938775510204082,0.05510204081632653,0.024489795918367346,0.0653061224489796,0.0673469387755102,0.09795918367346938,0.024489795918367346,0.061224489795918366,0.05918367346938776,0.030612244897959183,0.05510204081632653,0.05714285714285714,0.06326530612244897,0.07346938775510205,0.006122448979591836,0.022448979591836733,64562,0.3081632653061224,0.25918367346938775,0.2836734693877551,0.37755102040816324
P04798,Cytochrome P450 1A1,CYP1A1,Enzyme,Drug metabolism carcinogen activation,6,https://alphafold.ebi.ac.uk/files/AF-P04798-F1-model_v6.pdb,512,95.5,0.008,0.01,0.072,0.91,0.419921875,0.212890625,0.134765625,0.095703125,0.1015625,0.203125,0.05859375,0.060546875,0.017578125,0.044921875,0.017578125,0.044921875,0.05078125,0.060546875,0.060546875,0.029296875,0.06640625,0.046875,0.103515625,0.029296875,0.04296875,0.05859375,0.04296875,0.05859375,0.080078125,0.046875,0.07421875,0.015625,0.025390625,67296,0.318359375,0.244140625,0.287109375,0.3984375
P11712,Cytochrome P450 2C9,CYP2C9,Enzyme,Drug metabolism warfarin,6,https://alphafold.ebi.ac.uk/files/AF-P11712-F1-model_v6.pdb,490,92.94,0.0,0.027,0.184,0.79,0.41020408163265304,0.19591836734693877,0.13877551020408163,0.10816326530612246,0.09591836734693877,0.18571428571428572,0.06326530612244897,0.05714285714285714,0.026530612244897958,0.036734693877551024,0.026530612244897958,0.04285714285714286,0.0653061224489796,0.0653061224489796,0.05714285714285714,0.024489795918367346,0.06938775510204082,0.07142857142857142,0.11836734693877551,0.02857142857142857,0.053061224489795916,0.06326530612244897,0.02857142857142857,0.04285714285714286,0.0653061224489796,0.04897959183673469,0.061224489795918366,0.006122448979591836,0.024489795918367346,64365,0.3489795918367347,0.24693877551020407,0.2816326530612245,0.39387755102040817
P10635,Cytochrome P450 2D6,CYP2D6,Enzyme,Drug metabolism pharmacogenomics,6,https://alphafold.ebi.ac.uk/files/AF-P10635-F1-model_v6.pdb,497,94.44,0.002,0.016,0.139,0.843,0.4386317907444668,0.16498993963782696,0.13480885311871227,0.10663983903420524,0.0925553319919517,0.20724346076458752,0.07645875251509054,0.06639839034205232,0.012072434607645875,0.08249496981891348,0.012072434607645875,0.04627766599597585,0.060362173038229376,0.06639839034205232,0.06639839034205232,0.03219315895372234,0.030181086519114688,0.02414486921529175,0.13279678068410464,0.02012072434607646,0.02414486921529175,0.07645875251509054,0.04426559356136821,0.07847082494969819,0.04627766599597585,0.05030181086519115,0.08048289738430583,0.014084507042253521,0.012072434607645875,64633,0.3641851106639839,0.2012072434607646,0.2595573440643863,0.3963782696177062
P05177,Cytochrome P450 1A2,CYP1A2,Enzyme,Drug metabolism caffeine,6,https://alphafold.ebi.ac.uk/files/AF-P05177-F1-model_v6.pdb,516,95.56,0.012,0.01,0.068,0.911,0.4127906976744186,0.21511627906976744,0.13953488372093023,0.09496124031007752,0.10077519379844961,0.20736434108527133,0.06782945736434108,0.0562015503875969,0.013565891472868217,0.060077519379844964,0.013565891472868217,0.044573643410852716,0.050387596899224806,0.06395348837209303,0.0562015503875969,0.025193798449612403,0.050387596899224806,0.050387596899224806,0.1182170542635659,0.01937984496124031,0.03488372093023256,0.06782945736434108,0.046511627906976744,0.06395348837209303,0.07751937984496124,0.0562015503875969,0.06395348837209303,0.01744186046511628,0.01937984496124031,67610,0.3449612403100775,0.21124031007751937,0.2810077519379845,0.4127906976744186
P10636,Microtubule-associated protein tau,MAPT,Neurological,Alzheimers frontotemporal dementia,6,https://alphafold.ebi.ac.uk/files/AF-P10636-F1-model_v6.pdb,758,49.22,0.656,0.269,0.075,0.0,0.24802110817941952,0.23087071240105542,0.1503957783641161,0.1345646437994723,0.01978891820580475,0.29683377308707126,0.12269129287598944,0.10817941952506596,0.005277044854881266,0.079155672823219,0.005277044854881266,0.05672823218997362,0.07783641160949868,0.011873350923482849,0.10817941952506596,0.026385224274406333,0.026385224274406333,0.08443271767810026,0.05672823218997362,0.011873350923482849,0.017150395778364115,0.12269129287598944,0.04353562005277045,0.0395778364116095,0.10422163588390501,0.06596306068601583,0.05408970976253298,0.0,0.0079155672823219,92466,0.35356200527704484,0.10554089709762533,0.40897097625329815,0.5804749340369393
P05067,Amyloid precursor protein,APP,Neurological,Alzheimers disease,6,https://alphafold.ebi.ac.uk/files/AF-P05067-F1-model_v6.pdb,770,67.38,0.357,0.088,0.266,0.288,0.36623376623376624,0.1974025974025974,0.13376623376623376,0.18441558441558442,0.06493506493506493,0.2,0.045454545454545456,0.04935064935064935,0.023376623376623377,0.08181818181818182,0.023376623376623377,0.06493506493506493,0.11948051948051948,0.02727272727272727,0.04935064935064935,0.032467532467532464,0.03116883116883117,0.053246753246753244,0.07272727272727272,0.03116883116883117,0.04025974025974026,0.045454545454545456,0.046753246753246755,0.048051948051948054,0.045454545454545456,0.06493506493506493,0.08441558441558442,0.011688311688311689,0.025974025974025976,100688,0.4051948051948052,0.19220779220779222,0.24545454545454545,0.4077922077922078
P37840,Alpha-synuclein,SNCA,Neurological,Parkinsons disease,6,https://alphafold.ebi.ac.uk/files/AF-P37840-F1-model_v6.pdb,140,75.19,0.129,0.243,0.336,0.293,0.38571428571428573,0.16428571428571428,0.11428571428571428,0.17142857142857143,0.04285714285714286,0.29285714285714287,0.03571428571428571,0.12857142857142856,0.0,0.1357142857142857,0.0,0.04285714285714286,0.12857142857142856,0.014285714285714285,0.12857142857142856,0.007142857142857143,0.014285714285714285,0.10714285714285714,0.02857142857142857,0.02857142857142857,0.02142857142857143,0.03571428571428571,0.04285714285714286,0.0,0.02857142857142857,0.07142857142857142,0.1357142857142857,0.0,0.02857142857142857,16946,0.4714285714285714,0.19285714285714287,0.2571428571428571,0.4714285714285714
P02649,Apolipoprotein E,APOE,Neurological,Alzheimers cardiovascular,6,https://alphafold.ebi.ac.uk/files/AF-P02649-F1-model_v6.pdb,317,75.5,0.161,0.101,0.42,0.319,0.41009463722397477,0.1861198738170347,0.15457413249211358,0.1608832807570978,0.050473186119873815,0.2302839116719243,0.025236593059936908,0.056782334384858045,0.006309148264984227,0.12302839116719243,0.006309148264984227,0.03470031545741325,0.12618296529968454,0.012618296529968454,0.056782334384858045,0.006309148264984227,0.006309148264984227,0.04100946372239748,0.12933753943217666,0.025236593059936908,0.0031545741324921135,0.025236593059936908,0.10094637223974763,0.10725552050473186,0.04416403785488959,0.03785488958990536,0.07570977917981073,0.025236593059936908,0.012618296529968454,41801,0.5457413249211357,0.11356466876971609,0.1640378548895899,0.501577287066246
P04156,Major prion protein,PRNP,Neurological,Prion diseases CJD,6,https://alphafold.ebi.ac.uk/files/AF-P04156-F1-model_v6.pdb,253,64.19,0.387,0.115,0.411,0.087,0.33992094861660077,0.21739130434782608,0.1225296442687747,0.05928853754940711,0.11462450592885376,0.2924901185770751,0.06719367588932806,0.17786561264822134,0.015810276679841896,0.039525691699604744,0.015810276679841896,0.023715415019762844,0.03557312252964427,0.02766798418972332,0.17786561264822134,0.039525691699604744,0.03557312252964427,0.039525691699604744,0.04743083003952569,0.04743083003952569,0.04743083003952569,0.06719367588932806,0.05928853754940711,0.043478260869565216,0.05928853754940711,0.05138339920948617,0.05533596837944664,0.03557312252964427,0.05138339920948617,32166,0.26877470355731226,0.1857707509881423,0.37549407114624506,0.48221343873517786
P35228,Nitric oxide synthase inducible,NOS2,Neurological,Inflammation neurodegeneration,6,https://alphafold.ebi.ac.uk/files/AF-P35228-F1-model_v6.pdb,1153,85.38,0.09,0.037,0.224,0.649,0.3876843018213356,0.204683434518647,0.15091066782307025,0.11101474414570685,0.09453599306157849,0.212489158716392,0.06331309627059845,0.05897658282740677,0.023417172593235037,0.062445793581960105,0.023417172593235037,0.045099739809193407,0.06591500433651344,0.04423243712055507,0.05897658282740677,0.03469210754553339,0.03555941023417172,0.058109280138768434,0.10147441457068516,0.02515177797051171,0.032090199479618386,0.06331309627059845,0.053772766695576756,0.058109280138768434,0.06764960971379011,0.05117085862966175,0.06851691240242845,0.01821335646140503,0.032090199479618386,151703,0.3668690372940156,0.20381613183000868,0.26712922810060713,0.42584562012142235
P06213,Insulin receptor,INSR,Neurological,Diabetes insulin resistance,6,https://alphafold.ebi.ac.uk/files/AF-P06213-F1-model_v6.pdb,1382,77.62,0.164,0.095,0.3,0.441,0.37264833574529665,0.20549927641099855,0.1345875542691751,0.12735166425470332,0.09406657018813314,0.22431259044862517,0.059334298118668596,0.06657018813314038,0.03400868306801737,0.04775687409551375,0.03400868306801737,0.05065123010130246,0.07670043415340087,0.0426917510853835,0.06657018813314038,0.026772793053545588,0.04775687409551375,0.04848046309696093,0.09840810419681621,0.02170767004341534,0.05209840810419682,0.059334298118668596,0.027496382054992764,0.059334298118668596,0.07597684515195369,0.049927641099855286,0.06295224312590449,0.01447178002894356,0.03690303907380608,181013,0.32054992764109985,0.22431259044862517,0.30463096960926195,0.41389290882778584
P23975,Sodium-dependent noradrenaline transporter,SLC6A2,Neurological,Depression ADHD,6,https://alphafold.ebi.ac.uk/files/AF-P23975-F1-model_v6.pdb,617,87.25,0.084,0.042,0.151,0.723,0.5299837925445705,0.17504051863857376,0.08914100486223663,0.06807131280388978,0.15559157212317667,0.23014586709886548,0.04051863857374392,0.08103727714748785,0.01620745542949757,0.07779578606158834,0.01620745542949757,0.03565640194489465,0.03241491085899514,0.07617504051863858,0.08103727714748785,0.02106969205834684,0.06482982171799027,0.03727714748784441,0.12641815235008103,0.02106969205834684,0.03889789303079417,0.04051863857374392,0.027552674230145867,0.03079416531604538,0.055105348460291734,0.05348460291734198,0.08427876823338736,0.03079416531604538,0.04862236628849271,80339,0.3225283630470016,0.2901134521880065,0.25121555915721233,0.3047001620745543
P31645,Sodium-dependent serotonin transporter,SLC6A4,Neurological,Depression OCD,6,https://alphafold.ebi.ac.uk/files/AF-P31645-F1-model_v6.pdb,630,84.69,0.137,0.011,0.103,0.749,0.49682539682539684,0.2015873015873016,0.0746031746031746,0.07142857142857142,0.14761904761904762,0.24603174603174602,0.047619047619047616,0.07936507936507936,0.02857142857142857,0.07301587301587302,0.02857142857142857,0.02857142857142857,0.04285714285714286,0.06825396825396825,0.07936507936507936,0.011111111111111112,0.08888888888888889,0.03333333333333333,0.09682539682539683,0.01904761904761905,0.03492063492063492,0.047619047619047616,0.02857142857142857,0.03015873015873016,0.06507936507936508,0.07301587301587302,0.07142857142857142,0.03015873015873016,0.049206349206349205,81565,0.29365079365079366,0.30634920634920637,0.25555555555555554,0.326984126984127
Q01959,Sodium-dependent dopamine transporter,SLC6A3,Neurological,Parkinsons ADHD addiction,6,https://alphafold.ebi.ac.uk/files/AF-Q01959-F1-model_v6.pdb,620,86.94,0.113,0.015,0.123,0.75,0.5096774193548387,0.18387096774193548,0.08548387096774193,0.07096774193548387,0.13709677419354838,0.25806451612903225,0.0467741935483871,0.08225806451612903,0.020967741935483872,0.07741935483870968,0.020967741935483872,0.037096774193548385,0.03387096774193549,0.07096774193548387,0.08225806451612903,0.01935483870967742,0.06451612903225806,0.03387096774193549,0.11612903225806452,0.020967741935483872,0.02903225806451613,0.0467741935483871,0.024193548387096774,0.03225806451612903,0.07741935483870968,0.0532258064516129,0.0935483870967742,0.027419354838709678,0.03870967741935484,79557,0.3064516129032258,0.2887096774193548,0.2725806451612903,0.33064516129032256
P01375,Tumor necrosis factor,TNF,Inflammatory,Rheumatoid arthritis IBD,6,https://alphafold.ebi.ac.uk/files/AF-P01375-F1-model_v6.pdb,233,84.56,0.069,0.18,0.12,0.631,0.4206008583690987,0.2145922746781116,0.11158798283261803,0.09871244635193133,0.0815450643776824,0.2575107296137339,0.06437768240343347,0.07296137339055794,0.017167381974248927,0.0815450643776824,0.017167381974248927,0.030042918454935622,0.06866952789699571,0.04291845493562232,0.07296137339055794,0.017167381974248927,0.05150214592274678,0.034334763948497854,0.12875536480686695,0.008583690987124463,0.030042918454935622,0.06437768240343347,0.055793991416309016,0.060085836909871244,0.08583690987124463,0.04291845493562232,0.06866952789699571,0.008583690987124463,0.030042918454935622,29791,0.3776824034334764,0.21030042918454936,0.2832618025751073,0.44206008583690987
P05231,Interleukin-6,IL6,Inflammatory,Rheumatoid arthritis cytokine storm,6,https://alphafold.ebi.ac.uk/files/AF-P05231-F1-model_v6.pdb,212,85.31,0.038,0.179,0.132,0.651,0.39622641509433965,0.2688679245283019,0.1179245283018868,0.11320754716981132,0.07075471698113207,0.22641509433962265,0.05188679245283019,0.0330188679245283,0.018867924528301886,0.08490566037735849,0.018867924528301886,0.03773584905660377,0.07547169811320754,0.05188679245283019,0.0330188679245283,0.009433962264150943,0.04245283018867924,0.0660377358490566,0.1320754716981132,0.02830188679245283,0.05188679245283019,0.05188679245283019,0.0660377358490566,0.04245283018867924,0.08962264150943396,0.06132075471698113,0.03773584905660377,0.0047169811320754715,0.014150943396226415,27489,0.4528301886792453,0.1650943396226415,0.2641509433962264,0.42452830188679247
P23458,Tyrosine-protein kinase JAK1,JAK1,Inflammatory,Rheumatoid arthritis,6,https://alphafold.ebi.ac.uk/files/AF-P23458-F1-model_v6.pdb,1154,85.56,0.073,0.062,0.264,0.601,0.3734835355285962,0.19670710571923744,0.16897746967071056,0.1386481802426343,0.09012131715771231,0.18370883882149047,0.045060658578856154,0.049393414211438474,0.02772963604852686,0.043327556325823226,0.02772963604852686,0.05632582322357019,0.08232235701906412,0.038128249566724434,0.049393414211438474,0.029462738301559793,0.05719237435008666,0.09012131715771231,0.09705372616984402,0.029462738301559793,0.0511265164644714,0.045060658578856154,0.03552859618717504,0.049393414211438474,0.0632582322357019,0.04679376083188908,0.05632582322357019,0.012998266897746967,0.0389948006932409,153878,0.3778162911611785,0.21837088388214904,0.2651646447140381,0.4150779896013865
P52333,Tyrosine-protein kinase JAK3,JAK3,Inflammatory,Rheumatoid arthritis leukemia,6,https://alphafold.ebi.ac.uk/files/AF-P52333-F1-model_v6.pdb,1124,85.69,0.08,0.04,0.258,0.622,0.4083629893238434,0.17348754448398576,0.1396797153024911,0.11120996441281139,0.0809608540925267,0.25622775800711745,0.06850533807829182,0.07028469750889679,0.028469750889679714,0.07829181494661921,0.028469750889679714,0.05249110320284697,0.05871886120996441,0.04092526690391459,0.07028469750889679,0.03291814946619217,0.03291814946619217,0.037366548042704624,0.13434163701067617,0.017793594306049824,0.013345195729537367,0.06850533807829182,0.04715302491103203,0.0693950177935943,0.0791814946619217,0.033807829181494664,0.06405693950177936,0.013345195729537367,0.026690391459074734,145169,0.3736654804270463,0.19306049822064056,0.28380782918149466,0.4306049822064057
P15692,Vascular endothelial growth factor A,VEGFA,Inflammatory,Angiogenesis cancer AMD,6,https://alphafold.ebi.ac.uk/files/AF-P15692-F1-model_v6.pdb,395,63.91,0.441,0.137,0.142,0.281,0.28860759493670884,0.17468354430379746,0.1949367088607595,0.12151898734177215,0.053164556962025315,0.31645569620253167,0.07341772151898734,0.10126582278481013,0.04556962025316456,0.09113924050632911,0.04556962025316456,0.030379746835443037,0.09113924050632911,0.020253164556962026,0.10126582278481013,0.030379746835443037,0.020253164556962026,0.060759493670886074,0.05569620253164557,0.020253164556962026,0.017721518987341773,0.07341772151898734,0.04810126582278481,0.10379746835443038,0.07848101265822785,0.030379746835443037,0.04810126582278481,0.015189873417721518,0.017721518987341773,50640,0.3670886075949367,0.1518987341772152,0.3012658227848101,0.5569620253164557
P01584,Interleukin-1 beta,IL1B,Inflammatory,Inflammation fever pain,6,https://alphafold.ebi.ac.uk/files/AF-P01584-F1-model_v6.pdb,269,76.25,0.175,0.26,0.082,0.483,0.3903345724907063,0.22304832713754646,0.11152416356877323,0.1524163568773234,0.11152416356877323,0.19330855018587362,0.055762081784386616,0.048327137546468404,0.01858736059479554,0.048327137546468404,0.01858736059479554,0.07434944237918216,0.07806691449814127,0.07434944237918216,0.048327137546468404,0.01486988847583643,0.03345724907063197,0.07434944237918216,0.08921933085501858,0.04460966542750929,0.04460966542750929,0.055762081784386616,0.06691449814126393,0.022304832713754646,0.07806691449814127,0.03345724907063197,0.06319702602230483,0.007434944237918215,0.02973977695167286,35537,0.40148698884758366,0.21933085501858737,0.30111524163568776,0.42379182156133827
P35225,Interleukin-13,IL13,Inflammatory,Asthma atopic dermatitis,6,https://alphafold.ebi.ac.uk/files/AF-P35225-F1-model_v6.pdb,146,85.62,0.007,0.13,0.301,0.562,0.4589041095890411,0.2191780821917808,0.10273972602739725,0.06164383561643835,0.0547945205479452,0.2602739726027397,0.0547945205479452,0.0684931506849315,0.03424657534246575,0.0821917808219178,0.03424657534246575,0.0136986301369863,0.04794520547945205,0.0410958904109589,0.0684931506849315,0.0273972602739726,0.04794520547945205,0.04794520547945205,0.1780821917808219,0.03424657534246575,0.04794520547945205,0.0547945205479452,0.0410958904109589,0.0273972602739726,0.07534246575342465,0.0547945205479452,0.06164383561643835,0.00684931506849315,0.00684931506849315,18379,0.4315068493150685,0.1917808219178082,0.2602739726027397,0.363013698630137
P29460,Interleukin-12 subunit beta,IL12B,Inflammatory,Autoimmune neuroinflammation,6,https://alphafold.ebi.ac.uk/files/AF-P29460-F1-model_v6.pdb,328,91.12,0.058,0.024,0.104,0.814,0.3597560975609756,0.24390243902439024,0.13414634146341464,0.13719512195121952,0.10365853658536585,0.24085365853658536,0.04573170731707317,0.04573170731707317,0.03353658536585366,0.04878048780487805,0.03353658536585366,0.06402439024390244,0.07317073170731707,0.03353658536585366,0.04573170731707317,0.018292682926829267,0.039634146341463415,0.07926829268292683,0.07926829268292683,0.009146341463414634,0.021341463414634148,0.04573170731707317,0.039634146341463415,0.036585365853658534,0.11280487804878049,0.0701219512195122,0.07926829268292683,0.03353658536585366,0.036585365853658534,43013,0.32926829268292684,0.2225609756097561,0.2896341463414634,0.4329268292682927
P01308,Insulin,INS,Hormone,Type 1 and 2 diabetes,6,https://alphafold.ebi.ac.uk/files/AF-P01308-F1-model_v6.pdb,110,52.91,0.509,0.364,0.127,0.0,0.44545454545454544,0.16363636363636364,0.08181818181818182,0.09090909090909091,0.08181818181818182,0.3,0.05454545454545454,0.10909090909090909,0.05454545454545454,0.09090909090909091,0.05454545454545454,0.01818181818181818,0.07272727272727272,0.02727272727272727,0.10909090909090909,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.18181818181818182,0.01818181818181818,0.02727272727272727,0.05454545454545454,0.06363636363636363,0.045454545454545456,0.045454545454545456,0.02727272727272727,0.05454545454545454,0.01818181818181818,0.03636363636363636,13929,0.44545454545454544,0.19090909090909092,0.2545454545454545,0.4090909090909091
P69905,Hemoglobin subunit alpha,HBA1,Structural,Sickle cell anemia thalassemia,6,https://alphafold.ebi.ac.uk/files/AF-P69905-F1-model_v6.pdb,142,98.06,0.0,0.007,0.0,0.993,0.4647887323943662,0.176056338028169,0.16901408450704225,0.08450704225352113,0.07746478873239436,0.28169014084507044,0.04929577464788732,0.04929577464788732,0.007042253521126761,0.14788732394366197,0.007042253521126761,0.056338028169014086,0.028169014084507043,0.04929577464788732,0.04929577464788732,0.07042253521126761,0.0,0.07746478873239436,0.1267605633802817,0.02112676056338028,0.028169014084507043,0.04929577464788732,0.007042253521126761,0.02112676056338028,0.07746478873239436,0.06338028169014084,0.09154929577464789,0.007042253521126761,0.02112676056338028,17778,0.4084507042253521,0.16901408450704225,0.2605633802816901,0.30985915492957744
P68871,Hemoglobin subunit beta,HBB,Structural,Sickle cell anemia thalassemia,6,https://alphafold.ebi.ac.uk/files/AF-P68871-F1-model_v6.pdb,147,97.19,0.0,0.007,0.02,0.973,0.4489795918367347,0.14285714285714285,0.1564625850340136,0.10204081632653061,0.08843537414965986,0.23809523809523808,0.047619047619047616,0.08843537414965986,0.013605442176870748,0.10204081632653061,0.013605442176870748,0.047619047619047616,0.05442176870748299,0.05442176870748299,0.08843537414965986,0.061224489795918366,0.0,0.07482993197278912,0.12244897959183673,0.013605442176870748,0.04081632653061224,0.047619047619047616,0.02040816326530612,0.02040816326530612,0.034013605442176874,0.047619047619047616,0.12244897959183673,0.013605442176870748,0.02040816326530612,18608,0.3877551020408163,0.2108843537414966,0.2585034013605442,0.3401360544217687
P02452,Collagen alpha-1 chain,COL1A1,Structural,Osteogenesis imperfecta fibrosis,6,https://alphafold.ebi.ac.uk/files/AF-P02452-F1-model_v6.pdb,1464,52.72,0.673,0.131,0.045,0.15,0.21721311475409835,0.12363387978142076,0.0935792349726776,0.09631147540983606,0.031420765027322405,0.41598360655737704,0.18989071038251365,0.26707650273224043,0.012295081967213115,0.09562841530054644,0.012295081967213115,0.045081967213114756,0.05122950819672131,0.018442622950819672,0.26707650273224043,0.006147540983606557,0.01639344262295082,0.0389344262295082,0.03278688524590164,0.008879781420765027,0.01912568306010929,0.18989071038251365,0.03346994535519126,0.04849726775956284,0.040983606557377046,0.030054644808743168,0.03210382513661202,0.004098360655737705,0.008879781420765027,165093,0.2609289617486339,0.08811475409836066,0.5621584699453552,0.6700819672131147
P04264,Keratin type II cytoskeletal 1,KRT1,Structural,Skin disorders,6,https://alphafold.ebi.ac.uk/files/AF-P04264-F1-model_v6.pdb,644,63.06,0.491,0.061,0.174,0.275,0.2732919254658385,0.27639751552795033,0.10869565217391304,0.09937888198757763,0.07142857142857142,0.4083850931677019,0.010869565217391304,0.2267080745341615,0.004658385093167702,0.037267080745341616,0.004658385093167702,0.04192546583850932,0.05745341614906832,0.03260869565217391,0.2267080745341615,0.006211180124223602,0.046583850931677016,0.043478260869565216,0.06521739130434782,0.012422360248447204,0.043478260869565216,0.010869565217391304,0.055900621118012424,0.059006211180124224,0.13975155279503104,0.037267080745341616,0.040372670807453416,0.0015527950310559005,0.037267080745341616,77541,0.2717391304347826,0.16149068322981366,0.46273291925465837,0.593167701863354
P08670,Vimentin,VIM,Structural,Cancer EMT biomarker,6,https://alphafold.ebi.ac.uk/files/AF-P08670-F1-model_v6.pdb,466,77.06,0.24,0.064,0.2,0.496,0.3497854077253219,0.26609442060085836,0.15236051502145923,0.18025751072961374,0.05150214592274678,0.19527896995708155,0.019313304721030045,0.030042918454935622,0.002145922746781116,0.07081545064377683,0.002145922746781116,0.06223175965665236,0.11802575107296137,0.02145922746781116,0.030042918454935622,0.012875536480686695,0.032188841201716736,0.04721030042918455,0.11802575107296137,0.02145922746781116,0.04935622317596566,0.019313304721030045,0.07081545064377683,0.09227467811158799,0.09227467811158799,0.0536480686695279,0.055793991416309016,0.002145922746781116,0.027896995708154508,61962,0.44635193133047213,0.13948497854077252,0.2532188841201717,0.4699570815450644
P60709,Actin cytoplasmic 1,ACTB,Structural,Cytoskeleton cancer,6,https://alphafold.ebi.ac.uk/files/AF-P60709-F1-model_v6.pdb,375,95.19,0.005,0.021,0.045,0.928,0.41333333333333333,0.192,0.12266666666666666,0.13066666666666665,0.08533333333333333,0.23466666666666666,0.050666666666666665,0.07466666666666667,0.016,0.07733333333333334,0.016,0.06133333333333333,0.06933333333333333,0.034666666666666665,0.07466666666666667,0.024,0.07466666666666667,0.050666666666666665,0.072,0.04533333333333334,0.024,0.050666666666666665,0.032,0.048,0.06666666666666667,0.06933333333333333,0.058666666666666666,0.010666666666666666,0.04,48421,0.3466666666666667,0.224,0.2773333333333333,0.392
P02787,Serotransferrin,TF,Transport,Iron deficiency anemia,6,https://alphafold.ebi.ac.uk/files/AF-P02787-F1-model_v6.pdb,698,93.12,0.027,0.014,0.105,0.854,0.37392550143266473,0.17478510028653296,0.1489971346704871,0.12464183381088825,0.08882521489971347,0.27793696275071633,0.045845272206303724,0.07449856733524356,0.05730659025787966,0.08739255014326648,0.05730659025787966,0.06446991404011461,0.06017191977077364,0.04011461318051576,0.07449856733524356,0.027220630372492838,0.022922636103151862,0.0830945558739255,0.09312320916905444,0.014326647564469915,0.04871060171919771,0.045845272206303724,0.024355300859598854,0.03868194842406877,0.05873925501432665,0.04297994269340974,0.0673352435530086,0.011461318051575931,0.03724928366762178,89522,0.3624641833810888,0.22492836676217765,0.2922636103151863,0.3853868194842407
P02768,Serum albumin,ALB,Transport,Drug binding liver disease,6,https://alphafold.ebi.ac.uk/files/AF-P02768-F1-model_v6.pdb,609,92.69,0.041,0.002,0.077,0.88,0.3973727422003284,0.15435139573070608,0.16912972085385877,0.16091954022988506,0.09195402298850575,0.22824302134646962,0.03940886699507389,0.021346469622331693,0.05747126436781609,0.10344827586206896,0.05747126436781609,0.059113300492610835,0.10180623973727422,0.05747126436781609,0.021346469622331693,0.026272577996715927,0.014778325123152709,0.09852216748768473,0.10509031198686371,0.011494252873563218,0.027914614121510674,0.03940886699507389,0.03284072249589491,0.04433497536945813,0.04597701149425287,0.047619047619047616,0.07060755336617405,0.003284072249589491,0.031198686371100164,80231,0.45320197044334976,0.2315270935960591,0.19376026272577998,0.3842364532019704
